Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
GO_Biological_Process_GeneRIF_Predicted_zscore,positive_regulation_of_ecdysteroid_metabolic_process_(GO:0045966),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-1.4263479635179757,4.015122759595099,CG11768;Sxl;CG18467
GO_Biological_Process_GeneRIF_Predicted_zscore,activation_of_MAPK_activity_(GO:0000187),1/104,0.3718862428924753,0.5737162014297874,0.3912853982837257,0.6036436589647851,-3.986877625211095,3.943688856956485,MEP-1
GO_Biological_Process_GeneRIF_Predicted_zscore,trunk_segmentation_(GO:0035290),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-1.3987628466507502,3.9374715598930905,Dsp1;robo2;numb
GO_Biological_Process_GeneRIF_Predicted_zscore,mesoderm_morphogenesis_(GO:0048332),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.6145845633894225,3.916896250378018,Dsp1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,mesodermal_cell_differentiation_(GO:0048333),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.6057162203686,3.903610629399557,Dsp1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,regulation_of_apoptotic_signaling_pathway_(GO:2001233),4/200,0.0122414622125937,0.1523646073450994,0.0149162622187849,0.1856567782959446,-0.8856241091062632,3.899337900841791,Dsp1;MEP-1;robo2;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,steroid_biosynthetic_process_(GO:0006694),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-1.3815327839818643,3.888969498306054,Sxl;GEFmeso;numb
GO_Biological_Process_GeneRIF_Predicted_zscore,convergent_extension_(GO:0060026),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.595444326288652,3.8882223554957775,Rok;numb
GO_Biological_Process_GeneRIF_Predicted_zscore,courtship_behavior_(GO:0007619),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.5938619692624263,3.885851834232259,CG11768;Sxl
GO_Biological_Process_GeneRIF_Predicted_zscore,negative_regulation_of_feeding_behavior_(GO:2000252),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.577152826664945,3.860819950045556,MEP-1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,mesodermal_cell_fate_specification_(GO:0007501),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.5759566641840044,3.859027984927256,Dsp1;robo2
