Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
GO_Biological_Process_2018,"male courtship behavior, veined wing generated song production (GO:0045433)",1/23,0.0775163884607302,0.1619929881456818,0.0983307990133446,0.207854196405982,-2.5720778564378555,6.577486996905388,fru
GO_Biological_Process_2018,positive regulation of smoothened signaling pathway (GO:0045880),1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.292027734891606,6.530655271969676,apolpp
GO_Biological_Process_2018,positive regulation of transport (GO:0051050),1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.2880630444512864,6.519358712974491,numb
GO_Biological_Process_2018,nephrocyte differentiation (GO:0061319),1/14,0.0479159295133576,0.1437477885400729,0.0626094662116721,0.1913392098244559,-2.115823930410231,6.42852323437594,numb
GO_Biological_Process_2018,phototaxis (GO:0042331),1/21,0.0710179203184068,0.1579786390756397,0.0905087388296564,0.2027147780636825,-2.4149921949099222,6.387226986291436,ninaE
GO_Biological_Process_2018,regulation of cytosolic calcium ion concentration (GO:0051480),1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.226504745170894,6.343961170610986,Cbp53E
GO_Biological_Process_2018,positive regulation of cellular component organization (GO:0051130),1/20,0.0677517854338835,0.1579786390756397,0.0865730505413165,0.2027147780636825,-2.2653776062514424,6.098180096128596,numb
GO_Biological_Process_2018,generation of neurons (GO:0048699),2/54,0.0153681936743806,0.1345056624303814,0.0238824397601793,0.1875494608760724,-1.4573376306656751,6.085048062661363,robo2;numb
GO_Biological_Process_2018,"male courtship behavior, veined wing vibration (GO:0016545)",1/24,0.0807487983723123,0.1619929881456818,0.1022173041908427,0.207854196405982,-2.410119428325547,6.064853927661445,fru
GO_Biological_Process_2018,positive regulation of endocytosis (GO:0045807),1/18,0.0611855214091396,0.1515732234908231,0.0786520224036514,0.199373731209256,-2.169060411323932,6.060017924906024,numb
