names,scores,logfoldchanges,pvals,pvals_adj,significant
ball,-0.02375002,-0.24523959,0.9810520068551845,1.0,False
lncRNA:CR43650,-0.023816932,-0.4423958,0.9809986344824526,1.0,False
CG10602,-0.024108557,-0.21066177,0.9807660183166796,1.0,False
CG34456,-0.024230776,-0.47429886,0.9806685297987104,1.0,False
CG34396,-0.024236964,-0.38378796,0.9806635936788852,1.0,False
lncRNA:CR44567,-0.024240058,-0.488617,0.9806611256192502,1.0,False
ACXD,-0.02424083,-0.45908386,0.9806605086043705,1.0,False
CG34215,-0.024256302,-0.69909745,0.9806481683092042,1.0,False
lncRNA:CR44445,-0.024436537,-0.4908859,0.980504404212521,1.0,False
yellow-c,-0.024479857,-0.5351362,0.980469851562456,1.0,False
CG34263,-0.024531683,-0.099620916,0.9804285118328485,1.0,False
ATPsynepsilonL,-0.024874749,-0.6546246,0.9801548688339713,1.0,False
dila,-0.024877843,-0.5995447,0.9801524008129916,1.0,False
CG14342,-0.024884805,-0.7486506,0.9801468477664819,1.0,False
CG6421,-0.02510101,-0.5841825,0.9799743953022922,1.0,False
Sph242,-0.025258424,-0.30378202,0.9798488356885855,1.0,False
Dmel_CG30456,-0.025473855,-0.042117566,0.9796770018427177,1.0,False
CG14642,-0.025483912,-0.18024063,0.979668980896226,1.0,False
Nuf2,-0.0254901,-0.2815932,0.9796640449301759,1.0,False
CG43342,-0.02557751,-0.33694357,0.9795943244929767,1.0,False
Epg5,-0.025791394,-0.126131,0.9794237260285261,1.0,False
lncRNA:CR45684,-0.025833553,-0.18751498,0.979390100040528,1.0,False
CG33228,-0.025908198,-0.23280345,0.9793305605369673,1.0,False
CG43630,-0.025975883,-17.007702,0.9792765740400047,1.0,False
Trf5,-0.025975883,-17.314266,0.9792765740400047,1.0,False
asRNA:CR43472,-0.025975883,-18.004786,0.9792765740400047,1.0,False
lncRNA:CR45215,-0.025975883,-18.002941,0.9792765740400047,1.0,False
lncRNA:CR45654,-0.025975883,-18.220745,0.9792765740400047,1.0,False
CG17751,-0.025975883,-17.876308,0.9792765740400047,1.0,False
CG6576,-0.025975883,-18.574387,0.9792765740400047,1.0,False
CG18814,-0.025975883,-17.788591,0.9792765740400047,1.0,False
CG15418,-0.025975883,-18.21146,0.9792765740400047,1.0,False
CG13946,-0.025975883,-18.149553,0.9792765740400047,1.0,False
CG13577,-0.025975883,-17.34747,0.9792765740400047,1.0,False
Or24a,-0.025975883,-18.31932,0.9792765740400047,1.0,False
lncRNA:CR46259,-0.025975883,-17.628435,0.9792765740400047,1.0,False
Xport-B,-0.025975883,-17.378963,0.9792765740400047,1.0,False
Cyp4d21,-0.025975883,-18.717777,0.9792765740400047,1.0,False
CG3746,-0.025975883,-18.520945,0.9792765740400047,1.0,False
MtnD,-0.025975883,-18.084938,0.9792765740400047,1.0,False
CG14540,-0.025975883,-18.01606,0.9792765740400047,1.0,False
CG14634,-0.025975883,-17.912712,0.9792765740400047,1.0,False
Pcp,-0.025975883,-17.872839,0.9792765740400047,1.0,False
lncRNA:CR45550,-0.025975883,-17.882381,0.9792765740400047,1.0,False
CG17298,-0.025975883,-18.208328,0.9792765740400047,1.0,False
Cpr60D,-0.025975883,-17.242008,0.9792765740400047,1.0,False
